;function;xstart;dim;sigma;estart;eps;val
3438;schwefel;exp;10;0.9;gauss;0.5;228.55
3439;schwefel;exp;10;0.9;gauss;0.25;230.15
3440;schwefel;exp;10;0.9;gauss;0.1;224.3
3441;schwefel;exp;10;0.9;gauss;0.01;226.15
3442;schwefel;exp;10;0.9;gauss;0.001;227.15
3443;schwefel;exp;10;0.9;gauss;0.0001;228.55
3444;schwefel;exp;10;0.9;uniform;0.5;228.55
3445;schwefel;exp;10;0.9;uniform;0.25;230.15
3446;schwefel;exp;10;0.9;uniform;0.1;224.3
3447;schwefel;exp;10;0.9;uniform;0.01;226.15
3448;schwefel;exp;10;0.9;uniform;0.001;227.15
3449;schwefel;exp;10;0.9;uniform;0.0001;228.55
3450;schwefel;exp;10;0.9;exp;0.5;228.55
3451;schwefel;exp;10;0.9;exp;0.25;230.15
3452;schwefel;exp;10;0.9;exp;0.1;224.3
3453;schwefel;exp;10;0.9;exp;0.01;226.15
3454;schwefel;exp;10;0.9;exp;0.001;227.15
3455;schwefel;exp;10;0.9;exp;0.0001;228.55
3456;bukin;gauss;5;0.05;dull;0.5;151.5
3457;bukin;gauss;5;0.05;dull;0.25;394.1
3458;bukin;gauss;5;0.05;dull;0.1;406.75
3459;bukin;gauss;5;0.05;dull;0.01;420.6
3460;bukin;gauss;5;0.05;dull;0.001;400.5
3461;bukin;gauss;5;0.05;dull;0.0001;403.8
3462;bukin;gauss;5;0.05;gauss;0.5;151.5
3463;bukin;gauss;5;0.05;gauss;0.25;394.1
3464;bukin;gauss;5;0.05;gauss;0.1;406.75
3465;bukin;gauss;5;0.05;gauss;0.01;420.6
3466;bukin;gauss;5;0.05;gauss;0.001;400.5
3467;bukin;gauss;5;0.05;gauss;0.0001;403.8
3468;bukin;gauss;5;0.05;uniform;0.5;151.5
3469;bukin;gauss;5;0.05;uniform;0.25;394.1
3470;bukin;gauss;5;0.05;uniform;0.1;406.75
3471;bukin;gauss;5;0.05;uniform;0.01;420.6
3472;bukin;gauss;5;0.05;uniform;0.001;400.5
3473;bukin;gauss;5;0.05;uniform;0.0001;403.8
3474;bukin;gauss;5;0.05;exp;0.5;151.5
3475;bukin;gauss;5;0.05;exp;0.25;394.1
3476;bukin;gauss;5;0.05;exp;0.1;406.75
3477;bukin;gauss;5;0.05;exp;0.01;420.6
3478;bukin;gauss;5;0.05;exp;0.001;400.5
3479;bukin;gauss;5;0.05;exp;0.0001;403.8
3480;bukin;gauss;5;0.1;dull;0.5;163.3
3481;bukin;gauss;5;0.1;dull;0.25;400.75
3482;bukin;gauss;5;0.1;dull;0.1;419.85
3483;bukin;gauss;5;0.1;dull;0.01;394.8
3484;bukin;gauss;5;0.1;dull;0.001;397.0
3485;bukin;gauss;5;0.1;dull;0.0001;398.6
3486;bukin;gauss;5;0.1;gauss;0.5;163.3
3487;bukin;gauss;5;0.1;gauss;0.25;400.75
3488;bukin;gauss;5;0.1;gauss;0.1;419.85
3489;bukin;gauss;5;0.1;gauss;0.01;394.8
3490;bukin;gauss;5;0.1;gauss;0.001;397.0
3491;bukin;gauss;5;0.1;gauss;0.0001;398.6
3492;bukin;gauss;5;0.1;uniform;0.5;163.3
3493;bukin;gauss;5;0.1;uniform;0.25;400.75
3494;bukin;gauss;5;0.1;uniform;0.1;419.85
3495;bukin;gauss;5;0.1;uniform;0.01;394.8
3496;bukin;gauss;5;0.1;uniform;0.001;397.0
3497;bukin;gauss;5;0.1;uniform;0.0001;398.6
3498;bukin;gauss;5;0.1;exp;0.5;163.3
3499;bukin;gauss;5;0.1;exp;0.25;400.75
3500;bukin;gauss;5;0.1;exp;0.1;419.85
3501;bukin;gauss;5;0.1;exp;0.01;394.8
3502;bukin;gauss;5;0.1;exp;0.001;397.0
3503;bukin;gauss;5;0.1;exp;0.0001;398.6
3504;bukin;gauss;5;0.3;dull;0.5;146.85
3505;bukin;gauss;5;0.3;dull;0.25;390.65
3506;bukin;gauss;5;0.3;dull;0.1;396.9
3507;bukin;gauss;5;0.3;dull;0.01;389.6
3508;bukin;gauss;5;0.3;dull;0.001;401.25
3509;bukin;gauss;5;0.3;dull;0.0001;403.05
3510;bukin;gauss;5;0.3;gauss;0.5;146.85
3511;bukin;gauss;5;0.3;gauss;0.25;390.65
3512;bukin;gauss;5;0.3;gauss;0.1;396.9
3513;bukin;gauss;5;0.3;gauss;0.01;389.6
3514;bukin;gauss;5;0.3;gauss;0.001;401.25
3515;bukin;gauss;5;0.3;gauss;0.0001;403.05
3516;bukin;gauss;5;0.3;uniform;0.5;146.85
3517;bukin;gauss;5;0.3;uniform;0.25;390.65
3518;bukin;gauss;5;0.3;uniform;0.1;396.9
3519;bukin;gauss;5;0.3;uniform;0.01;389.6
3520;bukin;gauss;5;0.3;uniform;0.001;401.25
3521;bukin;gauss;5;0.3;uniform;0.0001;403.05
3522;bukin;gauss;5;0.3;exp;0.5;146.85
3523;bukin;gauss;5;0.3;exp;0.25;390.65
3524;bukin;gauss;5;0.3;exp;0.1;396.9
3525;bukin;gauss;5;0.3;exp;0.01;389.6
3526;bukin;gauss;5;0.3;exp;0.001;401.25
3527;bukin;gauss;5;0.3;exp;0.0001;403.05
3528;bukin;gauss;5;0.9;dull;0.5;150.8
3529;bukin;gauss;5;0.9;dull;0.25;396.4
3530;bukin;gauss;5;0.9;dull;0.1;408.2
3531;bukin;gauss;5;0.9;dull;0.01;389.45
3532;bukin;gauss;5;0.9;dull;0.001;397.15
3533;bukin;gauss;5;0.9;dull;0.0001;416.2
3534;bukin;gauss;5;0.9;gauss;0.5;150.8
3535;bukin;gauss;5;0.9;gauss;0.25;396.4
3536;bukin;gauss;5;0.9;gauss;0.1;408.2
3537;bukin;gauss;5;0.9;gauss;0.01;389.45
3538;bukin;gauss;5;0.9;gauss;0.001;397.15
3539;bukin;gauss;5;0.9;gauss;0.0001;416.2
3540;bukin;gauss;5;0.9;uniform;0.5;150.8
3541;bukin;gauss;5;0.9;uniform;0.25;396.4
3542;bukin;gauss;5;0.9;uniform;0.1;408.2
3543;bukin;gauss;5;0.9;uniform;0.01;389.45
3544;bukin;gauss;5;0.9;uniform;0.001;397.15
3545;bukin;gauss;5;0.9;uniform;0.0001;416.2
3546;bukin;gauss;5;0.9;exp;0.5;150.8
3547;bukin;gauss;5;0.9;exp;0.25;396.4
3548;bukin;gauss;5;0.9;exp;0.1;408.2
3549;bukin;gauss;5;0.9;exp;0.01;389.45
3550;bukin;gauss;5;0.9;exp;0.001;397.15
3551;bukin;gauss;5;0.9;exp;0.0001;416.2
3552;bukin;gauss;10;0.05;dull;0.5;514.7
3553;bukin;gauss;10;0.05;dull;0.25;621.65
3554;bukin;gauss;10;0.05;dull;0.1;626.8
3555;bukin;gauss;10;0.05;dull;0.01;649.1
3556;bukin;gauss;10;0.05;dull;0.001;622.05
3557;bukin;gauss;10;0.05;dull;0.0001;630.45
3558;bukin;gauss;10;0.05;gauss;0.5;514.7
3559;bukin;gauss;10;0.05;gauss;0.25;621.65
3560;bukin;gauss;10;0.05;gauss;0.1;626.8
3561;bukin;gauss;10;0.05;gauss;0.01;649.1
3562;bukin;gauss;10;0.05;gauss;0.001;622.05
3563;bukin;gauss;10;0.05;gauss;0.0001;630.45
3564;bukin;gauss;10;0.05;uniform;0.5;514.7
3565;bukin;gauss;10;0.05;uniform;0.25;621.65
3566;bukin;gauss;10;0.05;uniform;0.1;626.8
3567;bukin;gauss;10;0.05;uniform;0.01;649.1
3568;bukin;gauss;10;0.05;uniform;0.001;622.05
3569;bukin;gauss;10;0.05;uniform;0.0001;630.45
3570;bukin;gauss;10;0.05;exp;0.5;514.7
3571;bukin;gauss;10;0.05;exp;0.25;621.65
3572;bukin;gauss;10;0.05;exp;0.1;626.8
3573;bukin;gauss;10;0.05;exp;0.01;649.1
3574;bukin;gauss;10;0.05;exp;0.001;622.05
3575;bukin;gauss;10;0.05;exp;0.0001;630.45
3576;bukin;gauss;10;0.1;dull;0.5;541.4
3577;bukin;gauss;10;0.1;dull;0.25;608.45
3578;bukin;gauss;10;0.1;dull;0.1;623.0
3579;bukin;gauss;10;0.1;dull;0.01;625.75
3580;bukin;gauss;10;0.1;dull;0.001;608.2
3581;bukin;gauss;10;0.1;dull;0.0001;624.35
3582;bukin;gauss;10;0.1;gauss;0.5;541.4
3583;bukin;gauss;10;0.1;gauss;0.25;608.45
3584;bukin;gauss;10;0.1;gauss;0.1;623.0
3585;bukin;gauss;10;0.1;gauss;0.01;625.75
3586;bukin;gauss;10;0.1;gauss;0.001;608.2
3587;bukin;gauss;10;0.1;gauss;0.0001;624.35
3588;bukin;gauss;10;0.1;uniform;0.5;541.4
3589;bukin;gauss;10;0.1;uniform;0.25;608.45
3590;bukin;gauss;10;0.1;uniform;0.1;623.0
3591;bukin;gauss;10;0.1;uniform;0.01;625.75
3592;bukin;gauss;10;0.1;uniform;0.001;608.2
3593;bukin;gauss;10;0.1;uniform;0.0001;624.35
3594;bukin;gauss;10;0.1;exp;0.5;541.4
3595;bukin;gauss;10;0.1;exp;0.25;608.45
3596;bukin;gauss;10;0.1;exp;0.1;623.0
3597;bukin;gauss;10;0.1;exp;0.01;625.75
3598;bukin;gauss;10;0.1;exp;0.001;608.2
3599;bukin;gauss;10;0.1;exp;0.0001;624.35
3600;bukin;gauss;10;0.3;dull;0.5;512.4
3601;bukin;gauss;10;0.3;dull;0.25;613.15
3602;bukin;gauss;10;0.3;dull;0.1;617.7
3603;bukin;gauss;10;0.3;dull;0.01;637.35
3604;bukin;gauss;10;0.3;dull;0.001;620.35
3605;bukin;gauss;10;0.3;dull;0.0001;604.9
3606;bukin;gauss;10;0.3;gauss;0.5;512.4
3607;bukin;gauss;10;0.3;gauss;0.25;613.15
3608;bukin;gauss;10;0.3;gauss;0.1;617.7
3609;bukin;gauss;10;0.3;gauss;0.01;637.35
3610;bukin;gauss;10;0.3;gauss;0.001;620.35
3611;bukin;gauss;10;0.3;gauss;0.0001;604.9
3612;bukin;gauss;10;0.3;uniform;0.5;512.4
3613;bukin;gauss;10;0.3;uniform;0.25;613.15
3614;bukin;gauss;10;0.3;uniform;0.1;617.7
3615;bukin;gauss;10;0.3;uniform;0.01;637.35
3616;bukin;gauss;10;0.3;uniform;0.001;620.35
3617;bukin;gauss;10;0.3;uniform;0.0001;604.9
3618;bukin;gauss;10;0.3;exp;0.5;512.4
3619;bukin;gauss;10;0.3;exp;0.25;613.15
3620;bukin;gauss;10;0.3;exp;0.1;617.7
3621;bukin;gauss;10;0.3;exp;0.01;637.35
3622;bukin;gauss;10;0.3;exp;0.001;620.35
3623;bukin;gauss;10;0.3;exp;0.0001;604.9
3624;bukin;gauss;10;0.9;dull;0.5;444.95
3625;bukin;gauss;10;0.9;dull;0.25;617.5
3626;bukin;gauss;10;0.9;dull;0.1;637.35
3627;bukin;gauss;10;0.9;dull;0.01;622.8
3628;bukin;gauss;10;0.9;dull;0.001;632.85
3629;bukin;gauss;10;0.9;dull;0.0001;615.8
3630;bukin;gauss;10;0.9;gauss;0.5;444.95
3631;bukin;gauss;10;0.9;gauss;0.25;617.5
3632;bukin;gauss;10;0.9;gauss;0.1;637.35
3633;bukin;gauss;10;0.9;gauss;0.01;622.8
3634;bukin;gauss;10;0.9;gauss;0.001;632.85
3635;bukin;gauss;10;0.9;gauss;0.0001;615.8
3636;bukin;gauss;10;0.9;uniform;0.5;444.95
3637;bukin;gauss;10;0.9;uniform;0.25;617.5
3638;bukin;gauss;10;0.9;uniform;0.1;637.35
3639;bukin;gauss;10;0.9;uniform;0.01;622.8
3640;bukin;gauss;10;0.9;uniform;0.001;632.85
3641;bukin;gauss;10;0.9;uniform;0.0001;615.8
3642;bukin;gauss;10;0.9;exp;0.5;444.95
3643;bukin;gauss;10;0.9;exp;0.25;617.5
3644;bukin;gauss;10;0.9;exp;0.1;637.35
3645;bukin;gauss;10;0.9;exp;0.01;622.8
3646;bukin;gauss;10;0.9;exp;0.001;632.85
3647;bukin;gauss;10;0.9;exp;0.0001;615.8
3648;bukin;uniform;5;0.05;dull;0.5;191.7
3649;bukin;uniform;5;0.05;dull;0.25;395.65
3650;bukin;uniform;5;0.05;dull;0.1;400.0
3651;bukin;uniform;5;0.05;dull;0.01;394.2
3652;bukin;uniform;5;0.05;dull;0.001;380.7
3653;bukin;uniform;5;0.05;dull;0.0001;389.25
3654;bukin;uniform;5;0.05;gauss;0.5;191.7
3655;bukin;uniform;5;0.05;gauss;0.25;395.65
3656;bukin;uniform;5;0.05;gauss;0.1;400.0
3657;bukin;uniform;5;0.05;gauss;0.01;394.2
3658;bukin;uniform;5;0.05;gauss;0.001;380.7
3659;bukin;uniform;5;0.05;gauss;0.0001;389.25
3660;bukin;uniform;5;0.05;uniform;0.5;191.7
3661;bukin;uniform;5;0.05;uniform;0.25;395.65
3662;bukin;uniform;5;0.05;uniform;0.1;400.0
3663;bukin;uniform;5;0.05;uniform;0.01;394.2
3664;bukin;uniform;5;0.05;uniform;0.001;380.7
3665;bukin;uniform;5;0.05;uniform;0.0001;389.25
3666;bukin;uniform;5;0.05;exp;0.5;191.7
3667;bukin;uniform;5;0.05;exp;0.25;395.65
3668;bukin;uniform;5;0.05;exp;0.1;400.0
3669;bukin;uniform;5;0.05;exp;0.01;394.2
3670;bukin;uniform;5;0.05;exp;0.001;380.7
3671;bukin;uniform;5;0.05;exp;0.0001;389.25
3672;bukin;uniform;5;0.1;dull;0.5;145.5
3673;bukin;uniform;5;0.1;dull;0.25;398.4
3674;bukin;uniform;5;0.1;dull;0.1;409.25
3675;bukin;uniform;5;0.1;dull;0.01;400.7
3676;bukin;uniform;5;0.1;dull;0.001;389.8
3677;bukin;uniform;5;0.1;dull;0.0001;394.1
3678;bukin;uniform;5;0.1;gauss;0.5;145.5
3679;bukin;uniform;5;0.1;gauss;0.25;398.4
3680;bukin;uniform;5;0.1;gauss;0.1;409.25
3681;bukin;uniform;5;0.1;gauss;0.01;400.7
3682;bukin;uniform;5;0.1;gauss;0.001;389.8
3683;bukin;uniform;5;0.1;gauss;0.0001;394.1
3684;bukin;uniform;5;0.1;uniform;0.5;145.5
3685;bukin;uniform;5;0.1;uniform;0.25;398.4
3686;bukin;uniform;5;0.1;uniform;0.1;409.25
3687;bukin;uniform;5;0.1;uniform;0.01;400.7
3688;bukin;uniform;5;0.1;uniform;0.001;389.8
3689;bukin;uniform;5;0.1;uniform;0.0001;394.1
3690;bukin;uniform;5;0.1;exp;0.5;145.5
3691;bukin;uniform;5;0.1;exp;0.25;398.4
3692;bukin;uniform;5;0.1;exp;0.1;409.25
3693;bukin;uniform;5;0.1;exp;0.01;400.7
3694;bukin;uniform;5;0.1;exp;0.001;389.8
3695;bukin;uniform;5;0.1;exp;0.0001;394.1
3696;bukin;uniform;5;0.3;dull;0.5;144.75
3697;bukin;uniform;5;0.3;dull;0.25;386.15
3698;bukin;uniform;5;0.3;dull;0.1;392.4
3699;bukin;uniform;5;0.3;dull;0.01;391.75
3700;bukin;uniform;5;0.3;dull;0.001;400.15
3701;bukin;uniform;5;0.3;dull;0.0001;383.5
3702;bukin;uniform;5;0.3;gauss;0.5;144.75
3703;bukin;uniform;5;0.3;gauss;0.25;386.15
3704;bukin;uniform;5;0.3;gauss;0.1;392.4
3705;bukin;uniform;5;0.3;gauss;0.01;391.75
3706;bukin;uniform;5;0.3;gauss;0.001;400.15
3707;bukin;uniform;5;0.3;gauss;0.0001;383.5
3708;bukin;uniform;5;0.3;uniform;0.5;144.75
3709;bukin;uniform;5;0.3;uniform;0.25;386.15
3710;bukin;uniform;5;0.3;uniform;0.1;392.4
3711;bukin;uniform;5;0.3;uniform;0.01;391.75
3712;bukin;uniform;5;0.3;uniform;0.001;400.15
3713;bukin;uniform;5;0.3;uniform;0.0001;383.5
3714;bukin;uniform;5;0.3;exp;0.5;144.75
3715;bukin;uniform;5;0.3;exp;0.25;386.15
3716;bukin;uniform;5;0.3;exp;0.1;392.4
3717;bukin;uniform;5;0.3;exp;0.01;391.75
3718;bukin;uniform;5;0.3;exp;0.001;400.15
3719;bukin;uniform;5;0.3;exp;0.0001;383.5
3720;bukin;uniform;5;0.9;dull;0.5;154.3
3721;bukin;uniform;5;0.9;dull;0.25;394.65
3722;bukin;uniform;5;0.9;dull;0.1;398.05
3723;bukin;uniform;5;0.9;dull;0.01;405.95
3724;bukin;uniform;5;0.9;dull;0.001;395.6
3725;bukin;uniform;5;0.9;dull;0.0001;396.05
3726;bukin;uniform;5;0.9;gauss;0.5;154.3
3727;bukin;uniform;5;0.9;gauss;0.25;394.65
3728;bukin;uniform;5;0.9;gauss;0.1;398.05
3729;bukin;uniform;5;0.9;gauss;0.01;405.95
3730;bukin;uniform;5;0.9;gauss;0.001;395.6
3731;bukin;uniform;5;0.9;gauss;0.0001;396.05
3732;bukin;uniform;5;0.9;uniform;0.5;154.3
3733;bukin;uniform;5;0.9;uniform;0.25;394.65
3734;bukin;uniform;5;0.9;uniform;0.1;398.05
3735;bukin;uniform;5;0.9;uniform;0.01;405.95
3736;bukin;uniform;5;0.9;uniform;0.001;395.6
3737;bukin;uniform;5;0.9;uniform;0.0001;396.05
3738;bukin;uniform;5;0.9;exp;0.5;154.3
3739;bukin;uniform;5;0.9;exp;0.25;394.65
3740;bukin;uniform;5;0.9;exp;0.1;398.05
3741;bukin;uniform;5;0.9;exp;0.01;405.95
3742;bukin;uniform;5;0.9;exp;0.001;395.6
3743;bukin;uniform;5;0.9;exp;0.0001;396.05
3744;bukin;uniform;10;0.05;dull;0.5;604.2
3745;bukin;uniform;10;0.05;dull;0.25;595.3
3746;bukin;uniform;10;0.05;dull;0.1;606.6
3747;bukin;uniform;10;0.05;dull;0.01;638.0
3748;bukin;uniform;10;0.05;dull;0.001;619.15
3749;bukin;uniform;10;0.05;dull;0.0001;612.05
3750;bukin;uniform;10;0.05;gauss;0.5;604.2
3751;bukin;uniform;10;0.05;gauss;0.25;595.3
3752;bukin;uniform;10;0.05;gauss;0.1;606.6
3753;bukin;uniform;10;0.05;gauss;0.01;638.0
3754;bukin;uniform;10;0.05;gauss;0.001;619.15
3755;bukin;uniform;10;0.05;gauss;0.0001;612.05
3756;bukin;uniform;10;0.05;uniform;0.5;604.2
3757;bukin;uniform;10;0.05;uniform;0.25;595.3
3758;bukin;uniform;10;0.05;uniform;0.1;606.6
3759;bukin;uniform;10;0.05;uniform;0.01;638.0
3760;bukin;uniform;10;0.05;uniform;0.001;619.15
3761;bukin;uniform;10;0.05;uniform;0.0001;612.05
3762;bukin;uniform;10;0.05;exp;0.5;604.2
3763;bukin;uniform;10;0.05;exp;0.25;595.3
3764;bukin;uniform;10;0.05;exp;0.1;606.6
3765;bukin;uniform;10;0.05;exp;0.01;638.0
3766;bukin;uniform;10;0.05;exp;0.001;619.15
3767;bukin;uniform;10;0.05;exp;0.0001;612.05
3768;bukin;uniform;10;0.1;dull;0.5;583.0
3769;bukin;uniform;10;0.1;dull;0.25;602.6
3770;bukin;uniform;10;0.1;dull;0.1;604.5
3771;bukin;uniform;10;0.1;dull;0.01;602.9
3772;bukin;uniform;10;0.1;dull;0.001;588.1
3773;bukin;uniform;10;0.1;dull;0.0001;605.1
3774;bukin;uniform;10;0.1;gauss;0.5;583.0
3775;bukin;uniform;10;0.1;gauss;0.25;602.6
3776;bukin;uniform;10;0.1;gauss;0.1;604.5
3777;bukin;uniform;10;0.1;gauss;0.01;602.9
3778;bukin;uniform;10;0.1;gauss;0.001;588.1
3779;bukin;uniform;10;0.1;gauss;0.0001;605.1
3780;bukin;uniform;10;0.1;uniform;0.5;583.0
3781;bukin;uniform;10;0.1;uniform;0.25;602.6
3782;bukin;uniform;10;0.1;uniform;0.1;604.5
3783;bukin;uniform;10;0.1;uniform;0.01;602.9
3784;bukin;uniform;10;0.1;uniform;0.001;588.1
3785;bukin;uniform;10;0.1;uniform;0.0001;605.1
3786;bukin;uniform;10;0.1;exp;0.5;583.0
3787;bukin;uniform;10;0.1;exp;0.25;602.6
3788;bukin;uniform;10;0.1;exp;0.1;604.5
3789;bukin;uniform;10;0.1;exp;0.01;602.9
3790;bukin;uniform;10;0.1;exp;0.001;588.1
3791;bukin;uniform;10;0.1;exp;0.0001;605.1
3792;bukin;uniform;10;0.3;dull;0.5;563.25
3793;bukin;uniform;10;0.3;dull;0.25;605.05
3794;bukin;uniform;10;0.3;dull;0.1;598.75
3795;bukin;uniform;10;0.3;dull;0.01;603.65
3796;bukin;uniform;10;0.3;dull;0.001;598.35
3797;bukin;uniform;10;0.3;dull;0.0001;604.7
3798;bukin;uniform;10;0.3;gauss;0.5;563.25
3799;bukin;uniform;10;0.3;gauss;0.25;605.05
3800;bukin;uniform;10;0.3;gauss;0.1;598.75
3801;bukin;uniform;10;0.3;gauss;0.01;603.65
3802;bukin;uniform;10;0.3;gauss;0.001;598.35
3803;bukin;uniform;10;0.3;gauss;0.0001;604.7
3804;bukin;uniform;10;0.3;uniform;0.5;563.25
3805;bukin;uniform;10;0.3;uniform;0.25;605.05
3806;bukin;uniform;10;0.3;uniform;0.1;598.75
3807;bukin;uniform;10;0.3;uniform;0.01;603.65
3808;bukin;uniform;10;0.3;uniform;0.001;598.35
3809;bukin;uniform;10;0.3;uniform;0.0001;604.7
3810;bukin;uniform;10;0.3;exp;0.5;563.25
3811;bukin;uniform;10;0.3;exp;0.25;605.05
3812;bukin;uniform;10;0.3;exp;0.1;598.75
3813;bukin;uniform;10;0.3;exp;0.01;603.65
3814;bukin;uniform;10;0.3;exp;0.001;598.35
3815;bukin;uniform;10;0.3;exp;0.0001;604.7
3816;bukin;uniform;10;0.9;dull;0.5;614.1
3817;bukin;uniform;10;0.9;dull;0.25;617.75
3818;bukin;uniform;10;0.9;dull;0.1;606.35
3819;bukin;uniform;10;0.9;dull;0.01;623.7
3820;bukin;uniform;10;0.9;dull;0.001;625.0
3821;bukin;uniform;10;0.9;dull;0.0001;627.25
3822;bukin;uniform;10;0.9;gauss;0.5;614.1
3823;bukin;uniform;10;0.9;gauss;0.25;617.75
3824;bukin;uniform;10;0.9;gauss;0.1;606.35
3825;bukin;uniform;10;0.9;gauss;0.01;623.7
3826;bukin;uniform;10;0.9;gauss;0.001;625.0
3827;bukin;uniform;10;0.9;gauss;0.0001;627.25
3828;bukin;uniform;10;0.9;uniform;0.5;614.1
3829;bukin;uniform;10;0.9;uniform;0.25;617.75
3830;bukin;uniform;10;0.9;uniform;0.1;606.35
3831;bukin;uniform;10;0.9;uniform;0.01;623.7
3832;bukin;uniform;10;0.9;uniform;0.001;625.0
3833;bukin;uniform;10;0.9;uniform;0.0001;627.25
3834;bukin;uniform;10;0.9;exp;0.5;614.1
3835;bukin;uniform;10;0.9;exp;0.25;617.75
3836;bukin;uniform;10;0.9;exp;0.1;606.35
3837;bukin;uniform;10;0.9;exp;0.01;623.7
3838;bukin;uniform;10;0.9;exp;0.001;625.0
3839;bukin;uniform;10;0.9;exp;0.0001;627.25
3840;bukin;exp;5;0.05;dull;0.5;241.45
3841;bukin;exp;5;0.05;dull;0.25;393.8
3842;bukin;exp;5;0.05;dull;0.1;414.4
3843;bukin;exp;5;0.05;dull;0.01;428.95
3844;bukin;exp;5;0.05;dull;0.001;440.2
3845;bukin;exp;5;0.05;dull;0.0001;411.4
3846;bukin;exp;5;0.05;gauss;0.5;241.45
3847;bukin;exp;5;0.05;gauss;0.25;393.8
3848;bukin;exp;5;0.05;gauss;0.1;414.4
3849;bukin;exp;5;0.05;gauss;0.01;428.95
3850;bukin;exp;5;0.05;gauss;0.001;440.2
3851;bukin;exp;5;0.05;gauss;0.0001;411.4
3852;bukin;exp;5;0.05;uniform;0.5;241.45
3853;bukin;exp;5;0.05;uniform;0.25;393.8
3854;bukin;exp;5;0.05;uniform;0.1;414.4
3855;bukin;exp;5;0.05;uniform;0.01;428.95
3856;bukin;exp;5;0.05;uniform;0.001;440.2
3857;bukin;exp;5;0.05;uniform;0.0001;411.4
3858;bukin;exp;5;0.05;exp;0.5;241.45
3859;bukin;exp;5;0.05;exp;0.25;393.8
3860;bukin;exp;5;0.05;exp;0.1;414.4
3861;bukin;exp;5;0.05;exp;0.01;428.95
3862;bukin;exp;5;0.05;exp;0.001;440.2
3863;bukin;exp;5;0.05;exp;0.0001;411.4
3864;bukin;exp;5;0.1;dull;0.5;202.15
3865;bukin;exp;5;0.1;dull;0.25;435.1
3866;bukin;exp;5;0.1;dull;0.1;406.85
3867;bukin;exp;5;0.1;dull;0.01;408.1
3868;bukin;exp;5;0.1;dull;0.001;420.1
3869;bukin;exp;5;0.1;dull;0.0001;453.7
3870;bukin;exp;5;0.1;gauss;0.5;202.15
3871;bukin;exp;5;0.1;gauss;0.25;435.1
3872;bukin;exp;5;0.1;gauss;0.1;406.85
3873;bukin;exp;5;0.1;gauss;0.01;408.1
3874;bukin;exp;5;0.1;gauss;0.001;420.1
3875;bukin;exp;5;0.1;gauss;0.0001;453.7
3876;bukin;exp;5;0.1;uniform;0.5;202.15
3877;bukin;exp;5;0.1;uniform;0.25;435.1
3878;bukin;exp;5;0.1;uniform;0.1;406.85
3879;bukin;exp;5;0.1;uniform;0.01;408.1
3880;bukin;exp;5;0.1;uniform;0.001;420.1
3881;bukin;exp;5;0.1;uniform;0.0001;453.7
3882;bukin;exp;5;0.1;exp;0.5;202.15
3883;bukin;exp;5;0.1;exp;0.25;435.1
3884;bukin;exp;5;0.1;exp;0.1;406.85
3885;bukin;exp;5;0.1;exp;0.01;408.1
3886;bukin;exp;5;0.1;exp;0.001;420.1
3887;bukin;exp;5;0.1;exp;0.0001;453.7
3888;bukin;exp;5;0.3;dull;0.5;150.5
3889;bukin;exp;5;0.3;dull;0.25;406.25
3890;bukin;exp;5;0.3;dull;0.1;389.7
3891;bukin;exp;5;0.3;dull;0.01;410.35
3892;bukin;exp;5;0.3;dull;0.001;397.3
3893;bukin;exp;5;0.3;dull;0.0001;397.1
3894;bukin;exp;5;0.3;gauss;0.5;150.5
3895;bukin;exp;5;0.3;gauss;0.25;406.25
3896;bukin;exp;5;0.3;gauss;0.1;389.7
3897;bukin;exp;5;0.3;gauss;0.01;410.35
3898;bukin;exp;5;0.3;gauss;0.001;397.3
3899;bukin;exp;5;0.3;gauss;0.0001;397.1
3900;bukin;exp;5;0.3;uniform;0.5;150.5
3901;bukin;exp;5;0.3;uniform;0.25;406.25
3902;bukin;exp;5;0.3;uniform;0.1;389.7
3903;bukin;exp;5;0.3;uniform;0.01;410.35
3904;bukin;exp;5;0.3;uniform;0.001;397.3
3905;bukin;exp;5;0.3;uniform;0.0001;397.1
3906;bukin;exp;5;0.3;exp;0.5;150.5
3907;bukin;exp;5;0.3;exp;0.25;406.25
3908;bukin;exp;5;0.3;exp;0.1;389.7
3909;bukin;exp;5;0.3;exp;0.01;410.35
3910;bukin;exp;5;0.3;exp;0.001;397.3
3911;bukin;exp;5;0.3;exp;0.0001;397.1
3912;bukin;exp;5;0.9;dull;0.5;160.35
3913;bukin;exp;5;0.9;dull;0.25;397.65
3914;bukin;exp;5;0.9;dull;0.1;394.3
3915;bukin;exp;5;0.9;dull;0.01;411.45
3916;bukin;exp;5;0.9;dull;0.001;405.95
3917;bukin;exp;5;0.9;dull;0.0001;418.25
3918;bukin;exp;5;0.9;gauss;0.5;160.35
3919;bukin;exp;5;0.9;gauss;0.25;397.65
3920;bukin;exp;5;0.9;gauss;0.1;394.3
3921;bukin;exp;5;0.9;gauss;0.01;411.45
3922;bukin;exp;5;0.9;gauss;0.001;405.95
3923;bukin;exp;5;0.9;gauss;0.0001;418.25
3924;bukin;exp;5;0.9;uniform;0.5;160.35
3925;bukin;exp;5;0.9;uniform;0.25;397.65
3926;bukin;exp;5;0.9;uniform;0.1;394.3
3927;bukin;exp;5;0.9;uniform;0.01;411.45
