;function;xstart;dim;sigma;estart;eps;val
1177;sphere;gauss;5;0.1;dull;0.25;12.75
1178;sphere;gauss;5;0.1;dull;0.1;14.7
1179;sphere;gauss;5;0.1;dull;0.01;29.8
1180;sphere;gauss;5;0.1;dull;0.001;37.4
1181;sphere;gauss;5;0.1;dull;0.0001;51.65
1182;sphere;gauss;5;0.1;gauss;0.5;8.65
1183;sphere;gauss;5;0.1;gauss;0.25;12.75
1184;sphere;gauss;5;0.1;gauss;0.1;14.7
1185;sphere;gauss;5;0.1;gauss;0.01;29.8
1186;sphere;gauss;5;0.1;gauss;0.001;37.4
1187;sphere;gauss;5;0.1;gauss;0.0001;51.65
1188;sphere;gauss;5;0.1;uniform;0.5;8.65
1189;sphere;gauss;5;0.1;uniform;0.25;12.75
1190;sphere;gauss;5;0.1;uniform;0.1;14.7
1191;sphere;gauss;5;0.1;uniform;0.01;29.8
1192;sphere;gauss;5;0.1;uniform;0.001;37.4
1193;sphere;gauss;5;0.1;uniform;0.0001;51.65
1194;sphere;gauss;5;0.1;exp;0.5;8.65
1195;sphere;gauss;5;0.1;exp;0.25;12.75
1196;sphere;gauss;5;0.1;exp;0.1;14.7
1197;sphere;gauss;5;0.1;exp;0.01;29.8
1198;sphere;gauss;5;0.1;exp;0.001;37.4
1199;sphere;gauss;5;0.1;exp;0.0001;51.65
1200;sphere;gauss;5;0.3;dull;0.5;6.55
1201;sphere;gauss;5;0.3;dull;0.25;9.15
1202;sphere;gauss;5;0.3;dull;0.1;15.45
1203;sphere;gauss;5;0.3;dull;0.01;24.8
1204;sphere;gauss;5;0.3;dull;0.001;34.85
1205;sphere;gauss;5;0.3;dull;0.0001;48.3
1206;sphere;gauss;5;0.3;gauss;0.5;6.55
1207;sphere;gauss;5;0.3;gauss;0.25;9.15
1208;sphere;gauss;5;0.3;gauss;0.1;15.45
1209;sphere;gauss;5;0.3;gauss;0.01;24.8
1210;sphere;gauss;5;0.3;gauss;0.001;34.85
1211;sphere;gauss;5;0.3;gauss;0.0001;48.3
1212;sphere;gauss;5;0.3;uniform;0.5;6.55
1213;sphere;gauss;5;0.3;uniform;0.25;9.15
1214;sphere;gauss;5;0.3;uniform;0.1;15.45
1215;sphere;gauss;5;0.3;uniform;0.01;24.8
1216;sphere;gauss;5;0.3;uniform;0.001;34.85
1217;sphere;gauss;5;0.3;uniform;0.0001;48.3
1218;sphere;gauss;5;0.3;exp;0.5;6.55
1219;sphere;gauss;5;0.3;exp;0.25;9.15
1220;sphere;gauss;5;0.3;exp;0.1;15.45
1221;sphere;gauss;5;0.3;exp;0.01;24.8
1222;sphere;gauss;5;0.3;exp;0.001;34.85
1223;sphere;gauss;5;0.3;exp;0.0001;48.3
1224;sphere;gauss;5;0.9;dull;0.5;8.5
1225;sphere;gauss;5;0.9;dull;0.25;9.4
1226;sphere;gauss;5;0.9;dull;0.1;15.3
1227;sphere;gauss;5;0.9;dull;0.01;25.4
1228;sphere;gauss;5;0.9;dull;0.001;37.65
1229;sphere;gauss;5;0.9;dull;0.0001;47.95
1230;sphere;gauss;5;0.9;gauss;0.5;8.5
1231;sphere;gauss;5;0.9;gauss;0.25;9.4
1232;sphere;gauss;5;0.9;gauss;0.1;15.3
1233;sphere;gauss;5;0.9;gauss;0.01;25.4
1234;sphere;gauss;5;0.9;gauss;0.001;37.65
1235;sphere;gauss;5;0.9;gauss;0.0001;47.95
1236;sphere;gauss;5;0.9;uniform;0.5;8.5
1237;sphere;gauss;5;0.9;uniform;0.25;9.4
1238;sphere;gauss;5;0.9;uniform;0.1;15.3
1239;sphere;gauss;5;0.9;uniform;0.01;25.4
1240;sphere;gauss;5;0.9;uniform;0.001;37.65
1241;sphere;gauss;5;0.9;uniform;0.0001;47.95
1242;sphere;gauss;5;0.9;exp;0.5;8.5
1243;sphere;gauss;5;0.9;exp;0.25;9.4
1244;sphere;gauss;5;0.9;exp;0.1;15.3
1245;sphere;gauss;5;0.9;exp;0.01;25.4
1246;sphere;gauss;5;0.9;exp;0.001;37.65
1247;sphere;gauss;5;0.9;exp;0.0001;47.95
1248;sphere;gauss;10;0.05;dull;0.5;24.8
1249;sphere;gauss;10;0.05;dull;0.25;30.15
1250;sphere;gauss;10;0.05;dull;0.1;39.05
1251;sphere;gauss;10;0.05;dull;0.01;51.35
1252;sphere;gauss;10;0.05;dull;0.001;71.55
1253;sphere;gauss;10;0.05;dull;0.0001;83.4
1254;sphere;gauss;10;0.05;gauss;0.5;24.8
1255;sphere;gauss;10;0.05;gauss;0.25;30.15
1256;sphere;gauss;10;0.05;gauss;0.1;39.05
1257;sphere;gauss;10;0.05;gauss;0.01;51.35
1258;sphere;gauss;10;0.05;gauss;0.001;71.55
1259;sphere;gauss;10;0.05;gauss;0.0001;83.4
1260;sphere;gauss;10;0.05;uniform;0.5;24.8
1261;sphere;gauss;10;0.05;uniform;0.25;30.15
1262;sphere;gauss;10;0.05;uniform;0.1;39.05
1263;sphere;gauss;10;0.05;uniform;0.01;51.35
1264;sphere;gauss;10;0.05;uniform;0.001;71.55
1265;sphere;gauss;10;0.05;uniform;0.0001;83.4
1266;sphere;gauss;10;0.05;exp;0.5;24.8
1267;sphere;gauss;10;0.05;exp;0.25;30.15
1268;sphere;gauss;10;0.05;exp;0.1;39.05
1269;sphere;gauss;10;0.05;exp;0.01;51.35
1270;sphere;gauss;10;0.05;exp;0.001;71.55
1271;sphere;gauss;10;0.05;exp;0.0001;83.4
1272;sphere;gauss;10;0.1;dull;0.5;20.7
1273;sphere;gauss;10;0.1;dull;0.25;28.45
1274;sphere;gauss;10;0.1;dull;0.1;33.25
1275;sphere;gauss;10;0.1;dull;0.01;50.95
1276;sphere;gauss;10;0.1;dull;0.001;68.1
1277;sphere;gauss;10;0.1;dull;0.0001;83.55
1278;sphere;gauss;10;0.1;gauss;0.5;20.7
1279;sphere;gauss;10;0.1;gauss;0.25;28.45
1280;sphere;gauss;10;0.1;gauss;0.1;33.25
1281;sphere;gauss;10;0.1;gauss;0.01;50.95
1282;sphere;gauss;10;0.1;gauss;0.001;68.1
1283;sphere;gauss;10;0.1;gauss;0.0001;83.55
1284;sphere;gauss;10;0.1;uniform;0.5;20.7
1285;sphere;gauss;10;0.1;uniform;0.25;28.45
1286;sphere;gauss;10;0.1;uniform;0.1;33.25
1287;sphere;gauss;10;0.1;uniform;0.01;50.95
1288;sphere;gauss;10;0.1;uniform;0.001;68.1
1289;sphere;gauss;10;0.1;uniform;0.0001;83.55
1290;sphere;gauss;10;0.1;exp;0.5;20.7
1291;sphere;gauss;10;0.1;exp;0.25;28.45
1292;sphere;gauss;10;0.1;exp;0.1;33.25
1293;sphere;gauss;10;0.1;exp;0.01;50.95
1294;sphere;gauss;10;0.1;exp;0.001;68.1
1295;sphere;gauss;10;0.1;exp;0.0001;83.55
1296;sphere;gauss;10;0.3;dull;0.5;18.35
1297;sphere;gauss;10;0.3;dull;0.25;23.55
1298;sphere;gauss;10;0.3;dull;0.1;31.05
1299;sphere;gauss;10;0.3;dull;0.01;47.4
1300;sphere;gauss;10;0.3;dull;0.001;60.25
1301;sphere;gauss;10;0.3;dull;0.0001;77.0
1302;sphere;gauss;10;0.3;gauss;0.5;18.35
1303;sphere;gauss;10;0.3;gauss;0.25;23.55
1304;sphere;gauss;10;0.3;gauss;0.1;31.05
1305;sphere;gauss;10;0.3;gauss;0.01;47.4
1306;sphere;gauss;10;0.3;gauss;0.001;60.25
1307;sphere;gauss;10;0.3;gauss;0.0001;77.0
1308;sphere;gauss;10;0.3;uniform;0.5;18.35
1309;sphere;gauss;10;0.3;uniform;0.25;23.55
1310;sphere;gauss;10;0.3;uniform;0.1;31.05
1311;sphere;gauss;10;0.3;uniform;0.01;47.4
1312;sphere;gauss;10;0.3;uniform;0.001;60.25
1313;sphere;gauss;10;0.3;uniform;0.0001;77.0
1314;sphere;gauss;10;0.3;exp;0.5;18.35
1315;sphere;gauss;10;0.3;exp;0.25;23.55
1316;sphere;gauss;10;0.3;exp;0.1;31.05
1317;sphere;gauss;10;0.3;exp;0.01;47.4
1318;sphere;gauss;10;0.3;exp;0.001;60.25
1319;sphere;gauss;10;0.3;exp;0.0001;77.0
1320;sphere;gauss;10;0.9;dull;0.5;19.35
1321;sphere;gauss;10;0.9;dull;0.25;25.15
1322;sphere;gauss;10;0.9;dull;0.1;28.6
1323;sphere;gauss;10;0.9;dull;0.01;45.0
1324;sphere;gauss;10;0.9;dull;0.001;62.35
1325;sphere;gauss;10;0.9;dull;0.0001;79.8
1326;sphere;gauss;10;0.9;gauss;0.5;19.35
1327;sphere;gauss;10;0.9;gauss;0.25;25.15
1328;sphere;gauss;10;0.9;gauss;0.1;28.6
1329;sphere;gauss;10;0.9;gauss;0.01;45.0
1330;sphere;gauss;10;0.9;gauss;0.001;62.35
1331;sphere;gauss;10;0.9;gauss;0.0001;79.8
1332;sphere;gauss;10;0.9;uniform;0.5;19.35
1333;sphere;gauss;10;0.9;uniform;0.25;25.15
1334;sphere;gauss;10;0.9;uniform;0.1;28.6
1335;sphere;gauss;10;0.9;uniform;0.01;45.0
1336;sphere;gauss;10;0.9;uniform;0.001;62.35
1337;sphere;gauss;10;0.9;uniform;0.0001;79.8
1338;sphere;gauss;10;0.9;exp;0.5;19.35
1339;sphere;gauss;10;0.9;exp;0.25;25.15
1340;sphere;gauss;10;0.9;exp;0.1;28.6
1341;sphere;gauss;10;0.9;exp;0.01;45.0
1342;sphere;gauss;10;0.9;exp;0.001;62.35
1343;sphere;gauss;10;0.9;exp;0.0001;79.8
1344;sphere;uniform;5;0.05;dull;0.5;7.35
1345;sphere;uniform;5;0.05;dull;0.25;9.35
1346;sphere;uniform;5;0.05;dull;0.1;12.15
1347;sphere;uniform;5;0.05;dull;0.01;24.15
1348;sphere;uniform;5;0.05;dull;0.001;34.4
1349;sphere;uniform;5;0.05;dull;0.0001;48.6
1350;sphere;uniform;5;0.05;gauss;0.5;7.35
1351;sphere;uniform;5;0.05;gauss;0.25;9.35
1352;sphere;uniform;5;0.05;gauss;0.1;12.15
1353;sphere;uniform;5;0.05;gauss;0.01;24.15
1354;sphere;uniform;5;0.05;gauss;0.001;34.4
1355;sphere;uniform;5;0.05;gauss;0.0001;48.6
1356;sphere;uniform;5;0.05;uniform;0.5;7.35
1357;sphere;uniform;5;0.05;uniform;0.25;9.35
1358;sphere;uniform;5;0.05;uniform;0.1;12.15
1359;sphere;uniform;5;0.05;uniform;0.01;24.15
1360;sphere;uniform;5;0.05;uniform;0.001;34.4
1361;sphere;uniform;5;0.05;uniform;0.0001;48.6
1362;sphere;uniform;5;0.05;exp;0.5;7.35
1363;sphere;uniform;5;0.05;exp;0.25;9.35
1364;sphere;uniform;5;0.05;exp;0.1;12.15
1365;sphere;uniform;5;0.05;exp;0.01;24.15
1366;sphere;uniform;5;0.05;exp;0.001;34.4
1367;sphere;uniform;5;0.05;exp;0.0001;48.6
1368;sphere;uniform;5;0.1;dull;0.5;5.35
1369;sphere;uniform;5;0.1;dull;0.25;7.6
1370;sphere;uniform;5;0.1;dull;0.1;12.25
1371;sphere;uniform;5;0.1;dull;0.01;22.05
1372;sphere;uniform;5;0.1;dull;0.001;33.2
1373;sphere;uniform;5;0.1;dull;0.0001;43.45
1374;sphere;uniform;5;0.1;gauss;0.5;5.35
1375;sphere;uniform;5;0.1;gauss;0.25;7.6
1376;sphere;uniform;5;0.1;gauss;0.1;12.25
1377;sphere;uniform;5;0.1;gauss;0.01;22.05
1378;sphere;uniform;5;0.1;gauss;0.001;33.2
1379;sphere;uniform;5;0.1;gauss;0.0001;43.45
1380;sphere;uniform;5;0.1;uniform;0.5;5.35
1381;sphere;uniform;5;0.1;uniform;0.25;7.6
1382;sphere;uniform;5;0.1;uniform;0.1;12.25
1383;sphere;uniform;5;0.1;uniform;0.01;22.05
1384;sphere;uniform;5;0.1;uniform;0.001;33.2
1385;sphere;uniform;5;0.1;uniform;0.0001;43.45
1386;sphere;uniform;5;0.1;exp;0.5;5.35
1387;sphere;uniform;5;0.1;exp;0.25;7.6
1388;sphere;uniform;5;0.1;exp;0.1;12.25
1389;sphere;uniform;5;0.1;exp;0.01;22.05
1390;sphere;uniform;5;0.1;exp;0.001;33.2
1391;sphere;uniform;5;0.1;exp;0.0001;43.45
1392;sphere;uniform;5;0.3;dull;0.5;2.75
1393;sphere;uniform;5;0.3;dull;0.25;5.35
1394;sphere;uniform;5;0.3;dull;0.1;8.2
1395;sphere;uniform;5;0.3;dull;0.01;19.65
1396;sphere;uniform;5;0.3;dull;0.001;29.65
1397;sphere;uniform;5;0.3;dull;0.0001;41.65
1398;sphere;uniform;5;0.3;gauss;0.5;2.75
1399;sphere;uniform;5;0.3;gauss;0.25;5.35
1400;sphere;uniform;5;0.3;gauss;0.1;8.2
1401;sphere;uniform;5;0.3;gauss;0.01;19.65
1402;sphere;uniform;5;0.3;gauss;0.001;29.65
1403;sphere;uniform;5;0.3;gauss;0.0001;41.65
1404;sphere;uniform;5;0.3;uniform;0.5;2.75
1405;sphere;uniform;5;0.3;uniform;0.25;5.35
1406;sphere;uniform;5;0.3;uniform;0.1;8.2
1407;sphere;uniform;5;0.3;uniform;0.01;19.65
1408;sphere;uniform;5;0.3;uniform;0.001;29.65
1409;sphere;uniform;5;0.3;uniform;0.0001;41.65
1410;sphere;uniform;5;0.3;exp;0.5;2.75
1411;sphere;uniform;5;0.3;exp;0.25;5.35
1412;sphere;uniform;5;0.3;exp;0.1;8.2
1413;sphere;uniform;5;0.3;exp;0.01;19.65
1414;sphere;uniform;5;0.3;exp;0.001;29.65
1415;sphere;uniform;5;0.3;exp;0.0001;41.65
1416;sphere;uniform;5;0.9;dull;0.5;5.9
1417;sphere;uniform;5;0.9;dull;0.25;8.6
1418;sphere;uniform;5;0.9;dull;0.1;12.9
1419;sphere;uniform;5;0.9;dull;0.01;23.25
1420;sphere;uniform;5;0.9;dull;0.001;35.0
1421;sphere;uniform;5;0.9;dull;0.0001;46.85
1422;sphere;uniform;5;0.9;gauss;0.5;5.9
1423;sphere;uniform;5;0.9;gauss;0.25;8.6
1424;sphere;uniform;5;0.9;gauss;0.1;12.9
1425;sphere;uniform;5;0.9;gauss;0.01;23.25
1426;sphere;uniform;5;0.9;gauss;0.001;35.0
1427;sphere;uniform;5;0.9;gauss;0.0001;46.85
1428;sphere;uniform;5;0.9;uniform;0.5;5.9
1429;sphere;uniform;5;0.9;uniform;0.25;8.6
1430;sphere;uniform;5;0.9;uniform;0.1;12.9
1431;sphere;uniform;5;0.9;uniform;0.01;23.25
1432;sphere;uniform;5;0.9;uniform;0.001;35.0
1433;sphere;uniform;5;0.9;uniform;0.0001;46.85
1434;sphere;uniform;5;0.9;exp;0.5;5.9
1435;sphere;uniform;5;0.9;exp;0.25;8.6
1436;sphere;uniform;5;0.9;exp;0.1;12.9
1437;sphere;uniform;5;0.9;exp;0.01;23.25
1438;sphere;uniform;5;0.9;exp;0.001;35.0
1439;sphere;uniform;5;0.9;exp;0.0001;46.85
1440;sphere;uniform;10;0.05;dull;0.5;14.65
1441;sphere;uniform;10;0.05;dull;0.25;18.9
1442;sphere;uniform;10;0.05;dull;0.1;27.25
1443;sphere;uniform;10;0.05;dull;0.01;42.15
1444;sphere;uniform;10;0.05;dull;0.001;59.0
1445;sphere;uniform;10;0.05;dull;0.0001;76.9
1446;sphere;uniform;10;0.05;gauss;0.5;14.65
1447;sphere;uniform;10;0.05;gauss;0.25;18.9
1448;sphere;uniform;10;0.05;gauss;0.1;27.25
1449;sphere;uniform;10;0.05;gauss;0.01;42.15
1450;sphere;uniform;10;0.05;gauss;0.001;59.0
1451;sphere;uniform;10;0.05;gauss;0.0001;76.9
1452;sphere;uniform;10;0.05;uniform;0.5;14.65
1453;sphere;uniform;10;0.05;uniform;0.25;18.9
1454;sphere;uniform;10;0.05;uniform;0.1;27.25
1455;sphere;uniform;10;0.05;uniform;0.01;42.15
1456;sphere;uniform;10;0.05;uniform;0.001;59.0
1457;sphere;uniform;10;0.05;uniform;0.0001;76.9
1458;sphere;uniform;10;0.05;exp;0.5;14.65
1459;sphere;uniform;10;0.05;exp;0.25;18.9
1460;sphere;uniform;10;0.05;exp;0.1;27.25
1461;sphere;uniform;10;0.05;exp;0.01;42.15
1462;sphere;uniform;10;0.05;exp;0.001;59.0
1463;sphere;uniform;10;0.05;exp;0.0001;76.9
1464;sphere;uniform;10;0.1;dull;0.5;12.5
1465;sphere;uniform;10;0.1;dull;0.25;16.35
1466;sphere;uniform;10;0.1;dull;0.1;23.05
1467;sphere;uniform;10;0.1;dull;0.01;39.9
1468;sphere;uniform;10;0.1;dull;0.001;58.5
1469;sphere;uniform;10;0.1;dull;0.0001;75.85
1470;sphere;uniform;10;0.1;gauss;0.5;12.5
1471;sphere;uniform;10;0.1;gauss;0.25;16.35
1472;sphere;uniform;10;0.1;gauss;0.1;23.05
1473;sphere;uniform;10;0.1;gauss;0.01;39.9
1474;sphere;uniform;10;0.1;gauss;0.001;58.5
1475;sphere;uniform;10;0.1;gauss;0.0001;75.85
1476;sphere;uniform;10;0.1;uniform;0.5;12.5
1477;sphere;uniform;10;0.1;uniform;0.25;16.35
1478;sphere;uniform;10;0.1;uniform;0.1;23.05
1479;sphere;uniform;10;0.1;uniform;0.01;39.9
1480;sphere;uniform;10;0.1;uniform;0.001;58.5
1481;sphere;uniform;10;0.1;uniform;0.0001;75.85
1482;sphere;uniform;10;0.1;exp;0.5;12.5
1483;sphere;uniform;10;0.1;exp;0.25;16.35
1484;sphere;uniform;10;0.1;exp;0.1;23.05
1485;sphere;uniform;10;0.1;exp;0.01;39.9
1486;sphere;uniform;10;0.1;exp;0.001;58.5
1487;sphere;uniform;10;0.1;exp;0.0001;75.85
1488;sphere;uniform;10;0.3;dull;0.5;10.0
1489;sphere;uniform;10;0.3;dull;0.25;13.85
1490;sphere;uniform;10;0.3;dull;0.1;20.85
1491;sphere;uniform;10;0.3;dull;0.01;37.55
1492;sphere;uniform;10;0.3;dull;0.001;52.55
1493;sphere;uniform;10;0.3;dull;0.0001;68.45
1494;sphere;uniform;10;0.3;gauss;0.5;10.0
1495;sphere;uniform;10;0.3;gauss;0.25;13.85
1496;sphere;uniform;10;0.3;gauss;0.1;20.85
1497;sphere;uniform;10;0.3;gauss;0.01;37.55
1498;sphere;uniform;10;0.3;gauss;0.001;52.55
1499;sphere;uniform;10;0.3;gauss;0.0001;68.45
1500;sphere;uniform;10;0.3;uniform;0.5;10.0
1501;sphere;uniform;10;0.3;uniform;0.25;13.85
1502;sphere;uniform;10;0.3;uniform;0.1;20.85
1503;sphere;uniform;10;0.3;uniform;0.01;37.55
1504;sphere;uniform;10;0.3;uniform;0.001;52.55
1505;sphere;uniform;10;0.3;uniform;0.0001;68.45
1506;sphere;uniform;10;0.3;exp;0.5;10.0
1507;sphere;uniform;10;0.3;exp;0.25;13.85
1508;sphere;uniform;10;0.3;exp;0.1;20.85
1509;sphere;uniform;10;0.3;exp;0.01;37.55
1510;sphere;uniform;10;0.3;exp;0.001;52.55
1511;sphere;uniform;10;0.3;exp;0.0001;68.45
1512;sphere;uniform;10;0.9;dull;0.5;17.75
1513;sphere;uniform;10;0.9;dull;0.25;20.3
1514;sphere;uniform;10;0.9;dull;0.1;27.7
1515;sphere;uniform;10;0.9;dull;0.01;44.4
1516;sphere;uniform;10;0.9;dull;0.001;60.75
1517;sphere;uniform;10;0.9;dull;0.0001;74.75
1518;sphere;uniform;10;0.9;gauss;0.5;17.75
1519;sphere;uniform;10;0.9;gauss;0.25;20.3
1520;sphere;uniform;10;0.9;gauss;0.1;27.7
1521;sphere;uniform;10;0.9;gauss;0.01;44.4
1522;sphere;uniform;10;0.9;gauss;0.001;60.75
1523;sphere;uniform;10;0.9;gauss;0.0001;74.75
1524;sphere;uniform;10;0.9;uniform;0.5;17.75
1525;sphere;uniform;10;0.9;uniform;0.25;20.3
1526;sphere;uniform;10;0.9;uniform;0.1;27.7
1527;sphere;uniform;10;0.9;uniform;0.01;44.4
1528;sphere;uniform;10;0.9;uniform;0.001;60.75
1529;sphere;uniform;10;0.9;uniform;0.0001;74.75
1530;sphere;uniform;10;0.9;exp;0.5;17.75
1531;sphere;uniform;10;0.9;exp;0.25;20.3
1532;sphere;uniform;10;0.9;exp;0.1;27.7
1533;sphere;uniform;10;0.9;exp;0.01;44.4
1534;sphere;uniform;10;0.9;exp;0.001;60.75
1535;sphere;uniform;10;0.9;exp;0.0001;74.75
1536;sphere;exp;5;0.05;dull;0.5;15.6
1537;sphere;exp;5;0.05;dull;0.25;18.4
1538;sphere;exp;5;0.05;dull;0.1;21.9
1539;sphere;exp;5;0.05;dull;0.01;34.5
1540;sphere;exp;5;0.05;dull;0.001;43.5
1541;sphere;exp;5;0.05;dull;0.0001;54.25
1542;sphere;exp;5;0.05;gauss;0.5;15.6
1543;sphere;exp;5;0.05;gauss;0.25;18.4
1544;sphere;exp;5;0.05;gauss;0.1;21.9
1545;sphere;exp;5;0.05;gauss;0.01;34.5
1546;sphere;exp;5;0.05;gauss;0.001;43.5
1547;sphere;exp;5;0.05;gauss;0.0001;54.25
1548;sphere;exp;5;0.05;uniform;0.5;15.6
1549;sphere;exp;5;0.05;uniform;0.25;18.4
1550;sphere;exp;5;0.05;uniform;0.1;21.9
1551;sphere;exp;5;0.05;uniform;0.01;34.5
1552;sphere;exp;5;0.05;uniform;0.001;43.5
1553;sphere;exp;5;0.05;uniform;0.0001;54.25
1554;sphere;exp;5;0.05;exp;0.5;15.6
1555;sphere;exp;5;0.05;exp;0.25;18.4
1556;sphere;exp;5;0.05;exp;0.1;21.9
1557;sphere;exp;5;0.05;exp;0.01;34.5
1558;sphere;exp;5;0.05;exp;0.001;43.5
1559;sphere;exp;5;0.05;exp;0.0001;54.25
1560;sphere;exp;5;0.1;dull;0.5;12.4
1561;sphere;exp;5;0.1;dull;0.25;14.15
1562;sphere;exp;5;0.1;dull;0.1;18.25
1563;sphere;exp;5;0.1;dull;0.01;29.7
1564;sphere;exp;5;0.1;dull;0.001;43.5
1565;sphere;exp;5;0.1;dull;0.0001;55.7
1566;sphere;exp;5;0.1;gauss;0.5;12.4
1567;sphere;exp;5;0.1;gauss;0.25;14.15
1568;sphere;exp;5;0.1;gauss;0.1;18.25
1569;sphere;exp;5;0.1;gauss;0.01;29.7
1570;sphere;exp;5;0.1;gauss;0.001;43.5
1571;sphere;exp;5;0.1;gauss;0.0001;55.7
1572;sphere;exp;5;0.1;uniform;0.5;12.4
1573;sphere;exp;5;0.1;uniform;0.25;14.15
1574;sphere;exp;5;0.1;uniform;0.1;18.25
1575;sphere;exp;5;0.1;uniform;0.01;29.7
1576;sphere;exp;5;0.1;uniform;0.001;43.5
1577;sphere;exp;5;0.1;uniform;0.0001;55.7
1578;sphere;exp;5;0.1;exp;0.5;12.4
1579;sphere;exp;5;0.1;exp;0.25;14.15
1580;sphere;exp;5;0.1;exp;0.1;18.25
1581;sphere;exp;5;0.1;exp;0.01;29.7
1582;sphere;exp;5;0.1;exp;0.001;43.5
1583;sphere;exp;5;0.1;exp;0.0001;55.7
1584;sphere;exp;5;0.3;dull;0.5;9.5
1585;sphere;exp;5;0.3;dull;0.25;11.95
1586;sphere;exp;5;0.3;dull;0.1;15.65
1587;sphere;exp;5;0.3;dull;0.01;28.7
1588;sphere;exp;5;0.3;dull;0.001;38.6
1589;sphere;exp;5;0.3;dull;0.0001;47.7
1590;sphere;exp;5;0.3;gauss;0.5;9.5
1591;sphere;exp;5;0.3;gauss;0.25;11.95
1592;sphere;exp;5;0.3;gauss;0.1;15.65
1593;sphere;exp;5;0.3;gauss;0.01;28.7
1594;sphere;exp;5;0.3;gauss;0.001;38.6
1595;sphere;exp;5;0.3;gauss;0.0001;47.7
1596;sphere;exp;5;0.3;uniform;0.5;9.5
1597;sphere;exp;5;0.3;uniform;0.25;11.95
1598;sphere;exp;5;0.3;uniform;0.1;15.65
1599;sphere;exp;5;0.3;uniform;0.01;28.7
1600;sphere;exp;5;0.3;uniform;0.001;38.6
1601;sphere;exp;5;0.3;uniform;0.0001;47.7
1602;sphere;exp;5;0.3;exp;0.5;9.5
1603;sphere;exp;5;0.3;exp;0.25;11.95
1604;sphere;exp;5;0.3;exp;0.1;15.65
1605;sphere;exp;5;0.3;exp;0.01;28.7
1606;sphere;exp;5;0.3;exp;0.001;38.6
1607;sphere;exp;5;0.3;exp;0.0001;47.7
1608;sphere;exp;5;0.9;dull;0.5;7.9
1609;sphere;exp;5;0.9;dull;0.25;11.95
1610;sphere;exp;5;0.9;dull;0.1;16.25
1611;sphere;exp;5;0.9;dull;0.01;25.8
1612;sphere;exp;5;0.9;dull;0.001;36.3
1613;sphere;exp;5;0.9;dull;0.0001;48.15
1614;sphere;exp;5;0.9;gauss;0.5;7.9
1615;sphere;exp;5;0.9;gauss;0.25;11.95
1616;sphere;exp;5;0.9;gauss;0.1;16.25
1617;sphere;exp;5;0.9;gauss;0.01;25.8
1618;sphere;exp;5;0.9;gauss;0.001;36.3
1619;sphere;exp;5;0.9;gauss;0.0001;48.15
1620;sphere;exp;5;0.9;uniform;0.5;7.9
1621;sphere;exp;5;0.9;uniform;0.25;11.95
1622;sphere;exp;5;0.9;uniform;0.1;16.25
1623;sphere;exp;5;0.9;uniform;0.01;25.8
1624;sphere;exp;5;0.9;uniform;0.001;36.3
1625;sphere;exp;5;0.9;uniform;0.0001;48.15
1626;sphere;exp;5;0.9;exp;0.5;7.9
1627;sphere;exp;5;0.9;exp;0.25;11.95
1628;sphere;exp;5;0.9;exp;0.1;16.25
1629;sphere;exp;5;0.9;exp;0.01;25.8
1630;sphere;exp;5;0.9;exp;0.001;36.3
1631;sphere;exp;5;0.9;exp;0.0001;48.15
1632;sphere;exp;10;0.05;dull;0.5;29.4
1633;sphere;exp;10;0.05;dull;0.25;35.05
1634;sphere;exp;10;0.05;dull;0.1;40.4
1635;sphere;exp;10;0.05;dull;0.01;54.4
1636;sphere;exp;10;0.05;dull;0.001;76.65
1637;sphere;exp;10;0.05;dull;0.0001;91.6
1638;sphere;exp;10;0.05;gauss;0.5;29.4
1639;sphere;exp;10;0.05;gauss;0.25;35.05
1640;sphere;exp;10;0.05;gauss;0.1;40.4
1641;sphere;exp;10;0.05;gauss;0.01;54.4
1642;sphere;exp;10;0.05;gauss;0.001;76.65
1643;sphere;exp;10;0.05;gauss;0.0001;91.6
1644;sphere;exp;10;0.05;uniform;0.5;29.4
1645;sphere;exp;10;0.05;uniform;0.25;35.05
1646;sphere;exp;10;0.05;uniform;0.1;40.4
1647;sphere;exp;10;0.05;uniform;0.01;54.4
1648;sphere;exp;10;0.05;uniform;0.001;76.65
1649;sphere;exp;10;0.05;uniform;0.0001;91.6
1650;sphere;exp;10;0.05;exp;0.5;29.4
1651;sphere;exp;10;0.05;exp;0.25;35.05
1652;sphere;exp;10;0.05;exp;0.1;40.4
1653;sphere;exp;10;0.05;exp;0.01;54.4
1654;sphere;exp;10;0.05;exp;0.001;76.65
1655;sphere;exp;10;0.05;exp;0.0001;91.6
1656;sphere;exp;10;0.1;dull;0.5;29.0
1657;sphere;exp;10;0.1;dull;0.25;34.4
1658;sphere;exp;10;0.1;dull;0.1;41.1
1659;sphere;exp;10;0.1;dull;0.01;58.0
1660;sphere;exp;10;0.1;dull;0.001;72.2
1661;sphere;exp;10;0.1;dull;0.0001;90.55
1662;sphere;exp;10;0.1;gauss;0.5;29.0
1663;sphere;exp;10;0.1;gauss;0.25;34.4
1664;sphere;exp;10;0.1;gauss;0.1;41.1
1665;sphere;exp;10;0.1;gauss;0.01;58.0
1666;sphere;exp;10;0.1;gauss;0.001;72.2
1667;sphere;exp;10;0.1;gauss;0.0001;90.55
1668;sphere;exp;10;0.1;uniform;0.5;29.0
